booking_id,cancellation_type,enddate
14709887,52,2022-01-29 18:00:00.000
14709888,53,2021-07-13 17:00:00.000
14709889,52,2022-07-03 18:00:00.000
14709890,52,2021-06-15 18:00:00.000
14709891,52,2021-12-28 18:00:00.000
14709895,52,2021-09-22 17:00:00.000
14709896,53,2021-07-30 17:00:00.000
14709898,52,2021-07-11 17:00:00.000
14709899,52,2021-06-14 18:00:00.000
14709900,52,2021-12-28 18:00:00.000
14709902,52,2021-06-05 17:00:00.000
14709903,52,2022-01-29 18:00:00.000
14709904,53,2021-06-25 17:00:00.000
14709907,52,2021-06-06 17:59:59.000
14709908,53,2021-07-13 17:00:00.000
14709909,52,2021-09-04 17:00:00.000
14709911,53,2021-07-08 17:00:00.000
14709914,52,2021-07-17 17:00:00.000
14709916,52,2021-09-28 18:00:00.000
14709918,52,2022-07-28 18:00:00.000
14709919,52,2021-08-26 17:00:00.000
14709922,53,2021-07-30 17:00:00.000
14709924,53,2021-07-30 17:00:00.000
14709929,52,2021-09-28 17:00:00.000
14709932,52,2021-10-25 17:00:00.000
14709934,52,2021-08-18 17:00:00.000
14709935,52,2021-08-17 17:00:00.000
14709938,52,2021-07-12 17:00:00.000
14709940,52,2021-11-19 18:00:00.000
14709941,52,2021-07-17 17:00:00.000
14709942,53,2021-07-02 17:00:00.000
14709944,52,2021-07-30 17:00:00.000
14709945,53,2021-10-06 17:00:00.000
14709946,53,2021-09-09 17:00:00.000
14709947,52,2021-07-01 17:00:00.000
14709948,53,2021-09-09 17:00:00.000
14709949,52,2021-09-12 18:00:00.000
14709950,52,2021-06-21 18:00:00.000
14709951,52,2021-08-15 18:00:00.000
14709957,53,2021-09-06 17:00:00.000
14709958,52,2021-06-26 17:00:00.000
14709959,52,2021-06-05 18:00:00.000
14709961,52,2021-07-10 18:00:00.000
14709964,52,2021-09-05 18:00:00.000
14709966,52,2021-06-27 17:00:00.000
14709967,52,2021-07-15 18:00:00.000
14709972,52,2022-05-21 18:00:00.000
14709975,52,2021-07-27 17:00:00.000
14709976,52,2021-08-22 17:00:00.000
14709977,53,2021-06-04 17:00:00.000
14709983,52,2021-10-14 17:00:00.000
14709986,52,2021-08-05 23:59:59.000
14709987,53,2021-07-02 17:00:00.000
14709994,52,2021-07-08 17:00:00.000
14709995,52,2021-07-20 18:00:00.000
14709996,52,2021-06-19 17:00:00.000
14710002,52,2021-07-28 18:00:00.000
14710003,52,2021-08-22 17:00:00.000
14710004,52,2021-09-05 17:00:00.000
14710005,52,2021-07-03 23:59:59.000
14710010,52,2021-09-22 17:00:00.000
14710013,53,2021-08-18 17:00:00.000
14710014,52,2021-07-28 18:00:00.000
14710015,52,2021-06-19 17:00:00.000
14710020,52,2021-08-15 17:00:00.000
14710021,52,2021-08-04 17:00:00.000
14710023,53,2021-09-17 17:00:00.000
14710024,52,2021-07-29 18:00:00.000
14710025,52,2021-08-08 18:00:00.000
14710026,52,2021-06-08 17:00:00.000
14710027,52,2021-07-19 17:00:00.000
14710028,53,2021-06-08 17:00:00.000
14710031,52,2021-08-16 17:00:00.000
14710032,52,2021-10-13 17:00:00.000
14710037,52,2021-07-18 17:00:00.000
14710044,53,2021-06-12 17:00:00.000
14710045,52,2021-06-11 17:00:00.000
14710047,52,2021-10-01 17:00:00.000
14710048,52,2021-07-20 17:00:00.000
14710051,52,2021-10-11 18:00:00.000
14710055,52,2021-07-02 18:00:00.000
14710057,52,2021-06-19 17:00:00.000
14710060,53,2021-07-26 17:00:00.000
14710064,52,2021-08-27 17:00:00.000
14710066,52,2021-10-24 17:00:00.000
14710061,53,2021-10-10 17:00:00.000
14710071,52,2021-08-21 18:00:00.000
14710074,52,2021-09-15 17:00:00.000
14710077,52,2021-08-22 17:00:00.000
14710078,53,2021-07-24 17:00:00.000
14710081,52,2021-10-11 17:00:00.000
14710082,52,2021-07-12 18:00:00.000
14710088,52,2021-08-16 17:00:00.000
14710092,52,2021-09-19 13:59:59.000
14710093,53,2021-06-29 17:00:00.000
14710095,52,2021-09-18 17:00:00.000
14710099,52,2021-09-29 13:59:59.000
14710101,52,2021-08-12 17:00:00.000
14710104,52,2021-07-19 18:00:00.000
14710105,52,2021-07-12 23:59:59.000
14710107,52,2021-08-21 17:00:00.000
14710111,52,2021-10-15 17:00:00.000
14710116,52,2021-07-01 17:00:00.000
14710120,52,2021-06-27 17:00:00.000
14710122,52,2021-08-10 17:00:00.000
14710124,52,2021-08-24 17:00:00.000
14710125,53,2021-08-19 17:00:00.000
14710129,52,2021-06-14 17:00:00.000
14710135,53,2021-07-08 17:00:00.000
14710136,52,2021-07-02 17:00:00.000
14710137,52,2021-06-10 17:00:00.000
14710139,52,2021-10-18 17:00:00.000
14710140,52,2021-07-15 17:00:00.000
14710141,52,2021-07-22 18:00:00.000
14710143,52,2021-10-12 17:00:00.000
14710144,52,2021-10-22 18:00:00.000
14710148,52,2021-07-20 17:00:00.000
14710151,52,2021-08-22 17:00:00.000
14710156,52,2021-08-22 17:00:00.000
14710157,52,2021-08-31 17:00:00.000
14710160,52,2021-06-18 17:59:59.000
14710162,52,2021-09-26 18:00:00.000
14710165,52,2021-06-19 17:00:00.000
14710167,53,2021-07-08 17:00:00.000
14710168,52,2021-08-08 17:00:00.000
14710172,52,2021-08-21 17:00:00.000
14710177,52,2021-07-04 17:00:00.000
14710178,52,2021-06-29 17:00:00.000
14710180,52,2021-08-23 18:00:00.000
14710186,52,2021-09-11 17:00:00.000
14710188,52,2021-10-04 17:00:00.000
14710189,52,2021-08-21 17:00:00.000
14710190,52,2021-08-12 17:00:00.000
14710191,52,2021-06-20 17:00:00.000
14710195,52,2021-07-26 18:00:00.000
14710196,53,2021-06-05 17:00:00.000
14710198,52,2021-08-08 17:00:00.000
14710206,52,2021-09-14 17:00:00.000
14710207,52,2021-07-06 23:59:59.000
14710208,52,2021-06-22 18:00:00.000
14710209,52,2021-07-03 17:00:00.000
14710210,52,2021-06-26 17:00:00.000
14710213,53,2021-07-30 17:00:00.000
14710214,52,2021-09-08 17:00:00.000
14710215,52,2021-06-05 17:00:00.000
14710223,52,2021-10-12 17:00:00.000
14710224,53,2021-06-24 17:00:00.000
14710226,52,2021-06-29 17:00:00.000
14710228,53,2021-07-04 17:00:00.000
14710229,52,2021-08-19 17:00:00.000
14710230,52,2021-08-22 17:00:00.000
14710231,52,2021-08-16 18:00:00.000
14710232,52,2021-09-12 18:00:00.000
14710233,52,2021-07-10 17:00:00.000
14710237,53,2021-06-17 17:00:00.000
14710239,52,2021-07-09 18:00:00.000
14710241,53,2021-07-04 17:00:00.000
14710243,52,2021-07-04 17:00:00.000
14710244,52,2021-08-22 17:00:00.000
14710245,53,2021-07-24 17:00:00.000
14710246,52,2021-08-07 17:00:00.000
14710249,53,2021-09-06 17:00:00.000
14710255,52,2021-07-18 18:00:00.000
14710256,52,2021-09-12 17:00:00.000
14710257,52,2021-06-19 18:00:00.000
14710262,53,2021-10-22 17:00:00.000
14710263,52,2021-06-07 17:00:00.000
14710264,52,2021-08-09 17:00:00.000
14710265,52,2021-08-25 17:00:00.000
14710269,53,2021-07-13 17:00:00.000
14710270,53,2021-06-30 17:00:00.000
14710271,52,2021-08-24 18:00:00.000
14710272,52,2021-08-02 17:00:00.000
14710266,53,2021-08-30 17:00:00.000
14710276,52,2021-07-19 17:00:00.000
14710277,52,2021-07-15 17:00:00.000
14710280,52,2021-09-01 17:00:00.000
14710282,52,2021-07-13 17:00:00.000
14710283,52,2021-07-10 23:59:59.000
14710284,52,2021-06-07 23:59:59.000
14710285,52,2021-12-02 17:00:00.000
14710286,52,2021-06-24 18:00:00.000
14710287,52,2021-09-22 17:00:00.000
14710288,52,2021-08-22 18:00:00.000
14710292,52,2021-10-01 18:00:00.000
14710293,53,2021-08-16 17:00:00.000
14710294,52,2021-06-25 17:00:00.000
14710299,52,2021-08-20 17:00:00.000
14710305,53,2021-08-18 17:00:00.000
14710307,53,2021-09-27 17:00:00.000
14710308,52,2021-08-22 18:00:00.000
14710310,52,2021-07-10 17:00:00.000
14710312,52,2021-08-20 17:00:00.000
14710313,52,2021-10-14 17:00:00.000
14710317,52,2021-07-14 18:00:00.000
14710318,52,2021-06-08 17:00:00.000
14710320,52,2021-07-22 17:00:00.000
14710321,52,2021-06-09 17:00:00.000
14710322,52,2021-08-26 17:00:00.000
14710323,52,2021-07-13 17:00:00.000
14710324,52,2021-06-15 17:00:00.000
14710325,52,2021-09-16 17:00:00.000
14710329,52,2021-07-22 18:00:00.000
14710332,52,2021-07-04 18:00:00.000
14710334,52,2021-10-09 18:00:00.000
14710335,53,2021-08-18 17:00:00.000
14710337,52,2021-06-26 18:00:00.000
14710338,52,2021-07-14 18:00:00.000
14710339,52,2021-07-28 17:00:00.000
14710340,52,2021-10-02 17:00:00.000
14710343,52,2021-07-17 17:00:00.000
14710348,52,2021-07-06 17:00:00.000
14710351,52,2021-07-21 17:00:00.000
14710352,52,2021-08-22 17:00:00.000
14710353,52,2021-06-07 17:00:00.000
14710354,53,2021-06-29 17:00:00.000
14710358,53,2021-07-08 17:00:00.000
14710362,52,2021-09-23 17:00:00.000
14710363,52,2021-07-14 18:00:00.000
14710364,52,2021-09-27 17:00:00.000
14710365,52,2021-07-01 17:00:00.000
14710372,52,2021-08-08 17:00:00.000
14710375,52,2021-08-07 17:00:00.000
14710377,52,2021-09-19 17:00:00.000
14710379,53,2021-07-03 17:00:00.000
14710380,52,2021-07-17 17:00:00.000
14710381,52,2021-06-30 23:59:59.000
14710383,52,2021-08-30 17:00:00.000
14710384,52,2021-08-01 18:00:00.000
14710385,52,2021-08-01 18:00:00.000
14710386,52,2021-09-01 17:00:00.000
14710387,52,2021-07-17 17:00:00.000
14710388,52,2021-07-28 17:00:00.000
14710390,52,2021-08-03 17:00:00.000
14710392,52,2021-07-09 17:00:00.000
14710397,52,2021-11-03 17:00:00.000
14710398,53,2021-07-29 17:00:00.000
14710402,52,2021-07-03 18:00:00.000
14710403,53,2021-08-19 17:00:00.000
14710405,52,2021-06-07 17:00:00.000
14710407,52,2021-08-17 17:00:00.000
14710410,52,2021-08-25 23:59:59.000
14710411,53,2021-07-06 17:00:00.000
14710412,52,2021-10-26 18:00:00.000
14710414,52,2021-08-04 17:00:00.000
14710415,52,2021-06-25 17:00:00.000
14710416,52,2021-08-27 17:00:00.000
14710417,52,2021-08-20 18:00:00.000
14710419,53,2021-06-27 17:00:00.000
14710420,53,2021-07-13 17:00:00.000
14710422,52,2021-09-25 17:00:00.000
14710423,52,2021-10-01 17:00:00.000
14710425,52,2021-06-29 17:00:00.000
14710426,52,2021-06-21 18:00:00.000
14710428,52,2021-11-17 17:00:00.000
14710432,52,2021-06-24 17:00:00.000
14710437,52,2022-04-24 18:00:00.000
14710439,52,2021-09-20 17:00:00.000
14710440,52,2021-07-02 18:00:00.000
14710442,53,2021-10-07 17:00:00.000
14710445,52,2021-08-15 17:00:00.000
14710446,52,2021-08-08 17:00:00.000
14710447,52,2022-04-24 18:00:00.000
14710452,52,2021-07-17 17:00:00.000
14710453,52,2021-11-27 17:00:00.000
14710455,52,2021-08-22 17:00:00.000
14710456,53,2021-06-12 17:00:00.000
14708758,52,2021-08-11 17:00:00.000
14708759,52,2021-07-02 17:00:00.000
14708762,52,2021-07-16 17:00:00.000
14708766,52,2021-08-01 17:00:00.000
14708767,52,2021-08-10 17:00:00.000
14708769,53,2021-06-04 17:00:00.000
14708770,53,2021-06-11 17:00:00.000
14708780,53,2021-09-27 17:00:00.000
14708782,53,2021-07-10 17:00:00.000
14708784,53,2021-08-25 17:00:00.000
14708785,52,2022-09-25 18:00:00.000
14708787,53,2021-06-08 17:00:00.000
14708792,52,2021-07-06 17:00:00.000
14708797,52,2021-06-21 17:00:00.000
14708800,53,2021-08-14 17:00:00.000
14708803,52,2021-06-20 17:00:00.000
14708808,52,2021-06-20 17:00:00.000
14708813,52,2021-09-15 17:00:00.000
14708815,52,2021-10-02 18:00:00.000
14708825,52,2021-07-31 18:00:00.000
14708828,52,2021-08-04 17:00:00.000
14708830,52,2021-06-23 18:00:00.000
14708832,52,2021-08-15 17:00:00.000
14708833,52,2021-07-07 17:00:00.000
14708834,52,2021-06-25 17:00:00.000
14708837,52,2021-10-07 17:00:00.000
14708838,52,2021-06-19 17:00:00.000
14708841,52,2021-07-06 17:00:00.000
14708842,52,2021-08-02 18:00:00.000
14708843,53,2021-06-05 17:00:00.000
14708845,52,2021-09-18 17:00:00.000
14708846,52,2021-08-24 17:00:00.000
14708847,52,2021-09-25 17:00:00.000
14708849,52,2021-07-10 18:00:00.000
14708850,52,2021-09-06 17:00:00.000
14708851,53,2021-08-27 17:00:00.000
14708853,52,2021-11-26 18:00:00.000
14708854,52,2021-09-20 18:00:00.000
14708855,52,2021-06-04 23:59:59.000
14708862,52,2021-06-09 23:59:59.000
14708864,52,2021-07-01 18:00:00.000
14708866,52,2021-12-16 17:00:00.000
14708869,52,2021-06-14 17:00:00.000
14708871,52,2021-07-17 17:00:00.000
14708874,52,2021-08-16 18:00:00.000
14708875,52,2022-04-25 18:00:00.000
14708876,52,2021-08-22 18:00:00.000
14708878,53,2021-09-24 17:00:00.000
14708879,52,2021-06-07 17:00:00.000
14708881,52,2021-08-02 18:00:00.000
14708885,53,2021-06-20 17:00:00.000
14708886,52,2021-08-02 17:00:00.000
14708889,53,2021-06-04 17:00:00.000
14708890,52,2022-07-12 18:00:00.000
14708892,52,2021-06-20 17:00:00.000
14708893,52,2021-06-29 17:00:00.000
14708894,52,2021-08-02 17:00:00.000
14708895,52,2021-06-26 23:59:59.000
14708897,53,2021-07-25 17:00:00.000
14708898,53,2021-08-02 17:00:00.000
14708902,52,2021-09-25 17:00:00.000
14708904,52,2021-07-01 17:00:00.000
14708905,52,2021-08-11 17:00:00.000
14708907,52,2021-08-08 18:00:00.000
14708909,53,2021-07-08 17:00:00.000
14708912,52,2021-08-06 17:00:00.000
14708913,52,2021-08-06 17:00:00.000
14708917,52,2021-06-16 17:00:00.000
14708918,53,2021-10-22 17:00:00.000
14708923,52,2021-06-25 18:00:00.000
14708926,52,2022-06-19 18:00:00.000
14708927,52,2021-09-28 17:00:00.000
14708929,52,2021-06-25 17:00:00.000
14708931,52,2021-07-08 17:00:00.000
14708932,52,2021-06-19 18:00:00.000
14708935,53,2021-08-07 17:00:00.000
14708936,52,2021-09-06 17:00:00.000
14708938,52,2021-07-03 17:00:00.000
14708941,52,2021-06-06 17:00:00.000
14708947,52,2021-07-20 17:00:00.000
14708948,52,2021-08-22 17:00:00.000
14708949,52,2021-09-11 17:00:00.000
14708950,52,2021-08-14 17:00:00.000
14708952,52,2021-07-18 18:00:00.000
14708953,52,2021-09-24 17:00:00.000
14708955,52,2021-07-16 23:59:59.000
14708959,53,2021-11-11 17:00:00.000
14708964,52,2021-11-11 17:00:00.000
14708971,52,2021-10-13 17:00:00.000
14708976,52,2021-09-24 17:00:00.000
14708983,53,2021-09-16 17:00:00.000
14708984,52,2021-07-06 17:00:00.000
14708985,52,2021-10-13 17:00:00.000
14708986,52,2021-06-15 23:59:59.000
14708989,52,2021-09-18 23:59:59.000
14708991,52,2021-10-07 23:59:59.000
14708992,52,2021-09-09 17:00:00.000
14708994,53,2021-07-04 17:00:00.000
14708999,52,2021-06-21 23:59:59.000
14709000,52,2021-09-23 17:00:00.000
14709001,53,2021-06-06 17:00:00.000
14709004,52,2021-11-02 17:00:00.000
14709005,52,2021-07-18 17:00:00.000
14709006,52,2021-07-17 17:00:00.000
14709010,52,2021-06-16 17:00:00.000
14709011,52,2021-06-28 17:00:00.000
14709015,52,2021-08-27 18:00:00.000
14709016,53,2021-06-10 17:00:00.000
14709017,52,2021-07-19 17:00:00.000
14709021,52,2021-09-01 18:00:00.000
14709022,52,2021-08-15 17:00:00.000
14709024,53,2021-06-30 17:00:00.000
14709025,53,2021-07-03 17:00:00.000
14709027,52,2021-08-30 17:00:00.000
14709028,52,2021-07-12 23:59:59.000
14709033,52,2021-06-07 18:00:00.000
14709035,52,2021-09-21 18:00:00.000
14709036,53,2021-08-07 17:00:00.000
14709037,52,2021-07-13 17:00:00.000
14709042,52,2021-08-14 17:00:00.000
14709043,52,2021-08-19 17:00:00.000
14709044,52,2021-07-24 17:00:00.000
14709047,52,2021-07-24 17:00:00.000
14709049,53,2021-07-08 17:00:00.000
14709051,52,2021-09-07 17:00:00.000
14709052,52,2021-06-21 23:59:59.000
14709053,53,2021-07-25 17:00:00.000
14709057,53,2021-07-07 17:00:00.000
14709058,52,2021-12-26 18:00:00.000
14709062,52,2021-08-06 17:00:00.000
14709063,52,2021-10-05 18:00:00.000
14709068,52,2021-08-01 17:00:00.000
14709069,53,2021-08-13 17:00:00.000
14709071,52,2021-09-05 17:00:00.000
14709073,52,2021-06-27 17:00:00.000
14709074,53,2021-06-10 17:00:00.000
14709078,52,2021-08-08 17:00:00.000
14709082,52,2021-09-01 17:00:00.000
14709084,52,2021-10-09 17:00:00.000
14709088,52,2021-08-17 17:00:00.000
14709089,52,2021-08-24 17:00:00.000
14709090,52,2021-06-28 18:00:00.000
14709094,53,2021-07-03 17:00:00.000
14709095,52,2021-08-03 17:00:00.000
14709097,52,2021-06-11 18:00:00.000
14709100,52,2021-09-01 17:00:00.000
14709101,53,2021-07-22 17:00:00.000
14709102,52,2021-08-22 17:00:00.000
14709104,52,2021-06-16 17:00:00.000
14709106,52,2021-06-11 17:00:00.000
14709108,52,2021-06-27 17:00:00.000
14709116,53,2021-07-25 17:00:00.000
14709119,52,2021-10-12 17:00:00.000
14709120,52,2021-06-18 17:00:00.000
14709121,52,2021-07-21 17:00:00.000
14709122,52,2021-09-26 17:00:00.000
14709126,52,2021-06-27 17:00:00.000
14709127,53,2021-09-02 17:00:00.000
14709129,52,2021-08-27 18:00:00.000
14709131,52,2021-09-19 17:00:00.000
14709136,52,2021-10-14 17:00:00.000
14709137,52,2021-06-25 17:00:00.000
14709139,53,2021-06-10 17:00:00.000
14709143,52,2021-07-03 17:00:00.000
14709148,53,2021-08-19 17:00:00.000
14709150,52,2021-06-28 17:00:00.000
14709114,53,2021-07-14 17:00:00.000
14709153,52,2021-07-31 17:00:00.000
14709154,53,2021-07-12 17:00:00.000
14709155,52,2021-07-23 23:59:59.000
14709157,52,2021-09-22 17:00:00.000
14709158,52,2021-07-02 17:00:00.000
14709159,52,2021-07-07 17:00:00.000
14709161,52,2021-08-22 17:00:00.000
14709162,52,2021-08-27 17:00:00.000
14709163,52,2021-09-23 17:00:00.000
14709164,53,2021-08-27 17:00:00.000
14709166,52,2021-07-23 17:00:00.000
14709169,52,2021-06-22 17:00:00.000
14709171,52,2021-08-08 17:00:00.000
14709177,52,2021-08-21 17:00:00.000
14709182,52,2021-07-05 17:00:00.000
14709183,52,2021-07-25 17:00:00.000
14709186,52,2021-08-16 23:59:59.000
14709189,52,2021-06-14 18:00:00.000
14709191,52,2021-06-11 17:00:00.000
14709192,52,2021-08-29 17:00:00.000
14709195,52,2021-08-13 17:00:00.000
14709196,53,2021-09-01 17:00:00.000
14709200,52,2021-07-04 17:00:00.000
14709201,52,2021-09-05 17:00:00.000
14709204,53,2021-11-22 17:00:00.000
14709205,52,2021-12-08 23:59:59.000
14709206,52,2021-07-09 18:00:00.000
14709208,52,2021-07-29 17:00:00.000
14709209,53,2021-07-22 17:00:00.000
14709211,53,2021-08-30 17:00:00.000
14709212,52,2021-08-18 17:00:00.000
14707958,52,2021-09-11 17:00:00.000
14709214,52,2021-08-27 17:00:00.000
14709215,53,2021-08-01 17:00:00.000
14709218,52,2021-06-14 18:00:00.000
14709220,52,2021-06-12 17:00:00.000
14709224,52,2021-06-16 17:00:00.000
14709225,52,2021-06-28 18:00:00.000
14709226,52,2021-12-19 18:00:00.000
14709229,52,2021-06-25 23:59:59.000
14709230,52,2021-06-28 17:00:00.000
14709231,52,2021-08-30 18:00:00.000
14709233,52,2021-06-29 23:59:59.000
14709237,52,2021-07-17 17:00:00.000
14709238,52,2021-09-20 18:00:00.000
14709239,53,2021-07-29 17:00:00.000
14709241,52,2021-09-22 17:00:00.000
14709242,53,2021-08-10 17:00:00.000
14709243,52,2021-06-20 17:00:00.000
14709245,53,2021-07-28 17:00:00.000
14709248,52,2021-07-19 17:00:00.000
14709251,52,2021-06-20 17:00:00.000
14709253,52,2021-10-06 17:00:00.000
14709254,53,2021-12-15 17:00:00.000
14709255,52,2021-06-05 17:00:00.000
14709256,52,2021-06-21 17:00:00.000
14709257,52,2021-08-26 17:00:00.000
14709259,52,2021-09-20 18:00:00.000
14709260,52,2022-09-27 18:00:00.000
14709261,52,2021-09-19 17:00:00.000
14709262,52,2021-09-16 17:00:00.000
14709264,52,2022-07-15 18:00:00.000
14709268,52,2021-08-03 17:00:00.000
14709270,52,2021-07-28 17:00:00.000
14709272,52,2021-06-11 17:00:00.000
14709275,52,2021-08-16 17:00:00.000
14709278,53,2021-07-03 17:00:00.000
14709279,53,2021-09-08 17:00:00.000
14709266,52,2021-08-01 17:00:00.000
14709286,52,2021-06-10 23:59:59.000
14709289,52,2021-06-23 17:00:00.000
14709290,52,2021-09-07 17:00:00.000
14709294,52,2021-09-27 18:00:00.000
14709297,52,2021-06-22 23:59:59.000
14709298,52,2021-07-23 17:00:00.000
14709301,52,2021-06-12 17:00:00.000
14709302,52,2021-08-05 17:00:00.000
14709303,52,2021-06-15 17:00:00.000
14709306,52,2021-08-01 17:00:00.000
14709307,52,2021-07-17 17:00:00.000
14709308,52,2021-08-03 17:00:00.000
14709312,53,2021-07-15 17:00:00.000
14709313,52,2021-07-19 17:00:00.000
14709317,52,2021-08-14 17:00:00.000
14709319,53,2021-08-24 17:00:00.000
14709320,52,2021-06-12 17:00:00.000
14709321,52,2021-10-17 17:00:00.000
14709326,52,2021-08-26 17:00:00.000
14709327,52,2021-06-20 17:00:00.000
14709329,52,2021-08-27 17:00:00.000
14709333,52,2021-08-20 17:00:00.000
14709334,52,2021-07-01 17:00:00.000
14709335,52,2021-06-29 17:00:00.000
14709336,52,2021-07-24 17:00:00.000
14709338,53,2021-06-10 17:00:00.000
14709339,52,2021-07-03 17:00:00.000
14709341,52,2021-06-09 17:59:59.000
14709342,53,2021-06-24 17:00:00.000
14709343,52,2021-10-08 17:00:00.000
14709344,52,2021-08-21 17:00:00.000
14709346,53,2021-07-15 17:00:00.000
14709347,53,2021-09-01 17:00:00.000
14709348,52,2021-08-15 18:00:00.000
14709349,52,2021-10-09 17:00:00.000
14709337,53,2021-10-24 17:00:00.000
14709356,52,2021-06-12 17:00:00.000
14709357,52,2021-08-15 18:00:00.000
14709358,52,2021-09-12 17:00:00.000
14709359,52,2021-06-12 17:00:00.000
14709362,52,2021-06-26 17:00:00.000
14709365,53,2021-09-13 17:00:00.000
14709366,52,2021-06-23 17:00:00.000
14709368,53,2021-06-17 17:00:00.000
14709378,52,2021-08-15 18:00:00.000
14709381,52,2021-07-26 18:00:00.000
14709382,52,2021-08-22 17:00:00.000
14709384,52,2021-06-12 17:00:00.000
14709385,52,2022-01-18 18:00:00.000
14709390,53,2021-08-29 17:00:00.000
14709398,52,2021-07-02 17:00:00.000
14709399,52,2021-06-19 23:59:59.000
14709401,52,2021-07-21 17:00:00.000
14709407,53,2021-06-19 17:00:00.000
14709411,53,2021-07-10 17:00:00.000
14709412,52,2021-09-04 17:00:00.000
14709414,52,2021-06-23 17:00:00.000
14709415,53,2021-08-25 17:00:00.000
14709417,52,2021-07-21 18:00:00.000
14709418,52,2021-09-02 17:00:00.000
14709420,53,2021-06-16 17:00:00.000
14709423,53,2021-07-28 17:00:00.000
14709424,52,2021-06-03 17:59:59.000
14709425,52,2021-11-03 17:00:00.000
14709426,52,2021-07-21 18:00:00.000
14709428,52,2021-06-08 17:00:00.000
14709431,52,2021-10-08 17:00:00.000
14709435,52,2021-08-01 17:00:00.000
14709437,53,2021-07-22 17:00:00.000
14709439,52,2021-06-28 18:00:00.000
14709441,52,2021-06-20 17:00:00.000
14709443,52,2021-07-26 17:00:00.000
14709444,52,2021-06-09 17:00:00.000
14709447,52,2021-07-11 18:00:00.000
14709448,52,2021-06-27 18:00:00.000
14709449,53,2021-06-17 17:00:00.000
14709452,52,2021-09-13 17:00:00.000
14709453,52,2021-07-08 18:00:00.000
14709455,53,2021-09-02 17:00:00.000
14709456,52,2021-08-15 17:00:00.000
14709457,52,2021-08-30 17:00:00.000
14709458,52,2021-08-03 17:00:00.000
14709461,52,2021-06-27 17:00:00.000
14709462,53,2021-08-22 17:00:00.000
14709464,53,2021-07-23 17:00:00.000
14709465,52,2021-09-17 17:00:00.000
14709466,53,2021-06-21 17:00:00.000
14709467,52,2021-11-18 18:00:00.000
14709470,52,2021-08-26 17:00:00.000
14709472,52,2021-10-07 17:00:00.000
14709476,52,2021-10-16 18:00:00.000
14709481,52,2021-07-25 18:00:00.000
14709482,52,2021-10-09 17:00:00.000
14709483,53,2021-08-07 17:00:00.000
14709486,52,2021-08-31 17:00:00.000
14709489,52,2021-06-24 17:00:00.000
14709490,53,2021-06-14 17:00:00.000
14709491,53,2021-09-06 17:00:00.000
14709492,52,2021-06-20 17:00:00.000
14709493,53,2021-09-09 17:00:00.000
14709498,52,2021-07-17 18:00:00.000
14709501,52,2021-09-04 17:00:00.000
14709503,52,2021-08-01 17:00:00.000
14709506,52,2021-08-17 17:00:00.000
14709507,52,2021-06-23 17:00:00.000
14709508,52,2021-08-20 18:00:00.000
14709509,52,2021-11-23 17:00:00.000
14709512,52,2021-07-27 17:00:00.000
14709513,52,2021-08-18 17:00:00.000
14709514,52,2021-10-15 17:00:00.000
14709516,52,2021-07-18 18:00:00.000
14709522,52,2021-09-12 18:00:00.000
14709524,52,2021-09-14 17:00:00.000
14709526,52,2021-06-19 17:00:00.000
14709527,52,2021-07-31 17:00:00.000
14709529,52,2021-08-27 17:00:00.000
14709530,53,2021-07-27 17:00:00.000
14709531,52,2021-11-19 18:00:00.000
14709535,52,2021-08-19 17:00:00.000
14709536,52,2021-08-29 17:00:00.000
14709537,52,2021-10-15 17:00:00.000
14709538,52,2021-07-10 18:00:00.000
14709540,52,2021-08-27 17:00:00.000
14709543,52,2021-08-26 18:00:00.000
14709544,52,2021-07-19 17:00:00.000
14709545,52,2021-07-08 18:00:00.000
14709548,53,2021-07-31 17:00:00.000
14709552,52,2021-09-05 17:00:00.000
14709555,52,2021-07-27 18:00:00.000
14709558,52,2021-08-01 17:00:00.000
14709560,52,2021-07-17 17:00:00.000
14709562,52,2021-06-06 17:00:00.000
14709563,52,2021-07-10 17:00:00.000
14709565,53,2021-09-28 17:00:00.000
14709569,52,2021-09-24 17:00:00.000
14709571,52,2021-11-01 17:00:00.000
14709572,52,2021-10-03 18:00:00.000
14709574,52,2021-07-11 17:00:00.000
14709576,52,2021-07-03 18:00:00.000
14709579,52,2021-08-12 17:00:00.000
14709581,52,2021-09-20 18:00:00.000
14709582,52,2021-06-12 17:00:00.000
14709586,52,2021-08-14 17:00:00.000
14709587,53,2021-09-07 17:00:00.000
14709588,53,2021-08-29 17:00:00.000
14709593,52,2021-09-22 18:00:00.000
14709594,52,2021-07-13 18:00:00.000
14710457,53,2021-09-20 17:00:00.000
14710458,53,2021-06-12 17:00:00.000
14710461,52,2021-08-06 17:00:00.000
14710462,52,2021-07-29 17:00:00.000
14710463,52,2021-09-05 17:00:00.000
14710466,52,2021-10-14 17:00:00.000
14710467,52,2021-07-04 18:00:00.000
14710471,52,2021-11-26 17:00:00.000
14710475,52,2021-10-20 17:00:00.000
14710477,52,2021-06-26 17:00:00.000
14710478,53,2021-08-19 17:00:00.000
14710480,53,2021-10-13 17:00:00.000
14710482,52,2021-08-05 17:00:00.000
14710484,52,2021-06-24 17:00:00.000
14710485,52,2021-07-19 18:00:00.000
